tt,time,month,RR,Station,Municipality
2006.25,2006,ABR,32.47,Peñon,V.CARRANZA
2006.333333,2006,MAY,48.2,Peñon,V.CARRANZA
2006.416667,2006,JUN,46.41,Peñon,V.CARRANZA
2006.5,2006,JUL,129.72,Peñon,V.CARRANZA
2006.583333,2006,AGO,121.6,Peñon,V.CARRANZA
2006.666667,2006,SEP,91.38,Peñon,V.CARRANZA
2006.75,2006,OCT,71.59,Peñon,V.CARRANZA
2006.833333,2006,NOV,46.72,Peñon,V.CARRANZA
2006.916667,2006,DIC,0.5,Peñon,V.CARRANZA
2007,2007,ENE,1.01,Peñon,V.CARRANZA
2007.083333,2007,FEB,7.1,Peñon,V.CARRANZA
2007.166667,2007,MAR,23.08,Peñon,V.CARRANZA
2007.25,2007,ABR,19.52,Peñon,V.CARRANZA
2007.333333,2007,MAY,46.43,Peñon,V.CARRANZA
2007.416667,2007,JUN,87.07,Peñon,V.CARRANZA
2007.5,2007,JUL,203.91,Peñon,V.CARRANZA
2007.583333,2007,AGO,100.48,Peñon,V.CARRANZA
2007.666667,2007,SEP,64.2,Peñon,V.CARRANZA
2007.75,2007,OCT,41.89,Peñon,V.CARRANZA
2007.833333,2007,NOV,2.28,Peñon,V.CARRANZA
2007.916667,2007,DIC,0.25,Peñon,V.CARRANZA
2008,2008,ENE,0,Peñon,V.CARRANZA
2008.083333,2008,FEB,1,Peñon,V.CARRANZA
2008.166667,2008,MAR,11.93,Peñon,V.CARRANZA
2008.25,2008,ABR,37.05,Peñon,V.CARRANZA
2008.333333,2008,MAY,26.65,Peñon,V.CARRANZA
2008.416667,2008,JUN,137.36,Peñon,V.CARRANZA
2008.5,2008,JUL,150.78,Peñon,V.CARRANZA
2008.583333,2008,AGO,141.93,Peñon,V.CARRANZA
2008.666667,2008,SEP,44.91,Peñon,V.CARRANZA
2008.75,2008,OCT,37.57,Peñon,V.CARRANZA
2008.833333,2008,NOV,0,Peñon,V.CARRANZA
2008.916667,2008,DIC,0,Peñon,V.CARRANZA
2009,2009,ENE,8.87,Peñon,V.CARRANZA
2009.083333,2009,FEB,2.28,Peñon,V.CARRANZA
2009.166667,2009,MAR,8.88,Peñon,V.CARRANZA
2009.25,2009,ABR,5.07,Peñon,V.CARRANZA
2009.333333,2009,MAY,15.72,Peñon,V.CARRANZA
2009.416667,2009,JUN,129.48,Peñon,V.CARRANZA
2009.5,2009,JUL,78.92,Peñon,V.CARRANZA
2009.583333,2009,AGO,85.53,Peñon,V.CARRANZA
2009.666667,2009,SEP,199.33,Peñon,V.CARRANZA
2009.75,2009,OCT,51.27,Peñon,V.CARRANZA
2009.833333,2009,NOV,0,Peñon,V.CARRANZA
2009.916667,2009,DIC,1.01,Peñon,V.CARRANZA
2010,2010,ENE,21.06,Peñon,V.CARRANZA
2010.083333,2010,FEB,62.7,Peñon,V.CARRANZA
2010.166667,2010,MAR,4.57,Peñon,V.CARRANZA
2010.25,2010,ABR,18,Peñon,V.CARRANZA
2010.333333,2010,MAY,11.15,Peñon,V.CARRANZA
2010.416667,2010,JUN,53.06,Peñon,V.CARRANZA
2010.5,2010,JUL,189.41,Peñon,V.CARRANZA
2010.583333,2010,AGO,88.83,Peñon,V.CARRANZA
2010.666667,2010,SEP,28.16,Peñon,V.CARRANZA
2010.75,2010,OCT,4.31,Peñon,V.CARRANZA
2010.833333,2010,NOV,1.52,Peñon,V.CARRANZA
2010.916667,2010,DIC,0,Peñon,V.CARRANZA
2011,2011,ENE,0,Peñon,V.CARRANZA
2011.083333,2011,FEB,3.3,Peñon,V.CARRANZA
2011.166667,2011,MAR,21.57,Peñon,V.CARRANZA
2011.25,2011,ABR,33.25,Peñon,V.CARRANZA
2011.333333,2011,MAY,5.55,Peñon,V.CARRANZA
2011.416667,2011,JUN,168.62,Peñon,V.CARRANZA
2011.5,2011,JUL,143.17,Peñon,V.CARRANZA
2011.583333,2011,AGO,73.09,Peñon,V.CARRANZA
2011.666667,2011,SEP,74.87,Peñon,V.CARRANZA
2011.75,2011,OCT,52.3,Peñon,V.CARRANZA
2011.833333,2011,NOV,19.02,Peñon,V.CARRANZA
2011.916666,2011,DIC,9.39,Peñon,V.CARRANZA
